rank,company,ticker,cik,public_float_usd,public_float,tier
1,UNIVERSAL DISPLAY CORP \PA\,OLED,1005284,6792425456000,"$6,792.4B",mega
2,ONTO INNOVATION INC.,ONTO,704532,4817275689000,"$4,817.3B",mega
3,TTM TECHNOLOGIES INC,TTMI,1116942,4165937635000,"$4,165.9B",mega
4,"Champion Homes, Inc.",SKY,90896,4135959950000,"$4,136.0B",mega
5,NVIDIA CORP,NVDA,1045810,4000000000000,"$4,000.0B",mega
6,MICROSOFT CORP,MSFT,789019,3600000000000,"$3,600.0B",mega
7,NOVANTA INC,NOVTU,1076930,3496559430000,"$3,496.6B",mega
8,Apple Inc.,AAPL,320193,3253431000000,"$3,253.4B",mega
9,MCGRATH RENTCORP,MGRC,752714,2853953135000,"$2,854.0B",mega
10,"Enova International, Inc.",ENVA,1529864,2669865303000,"$2,669.9B",mega
11,RenX Enterprises Corp.,RENX,1959023,2290409000000,"$2,290.4B",mega
12,AMAZON COM INC,AMZN,1018724,2118061430046,"$2,118.1B",mega
13,"CLEANSPARK, INC.",CLSKW,827876,1967000000000,"$1,967.0B",mega
14,Alphabet Inc.,GOOGN,1652044,1900000000000,"$1,900.0B",mega
15,"Meta Platforms, Inc.",META,1326801,1600000000000,"$1,600.0B",mega
16,CIK 1744659,,1744659,1569636109000,"$1,569.6B",mega
17,TRUSTMARK CORP,TRMK,36146,961600000000,$961.6B,mega
18,HIVE Digital Technologies Ltd.,HIVE,1720424,950740231000,$950.7B,mega
19,Broadcom Inc.,AVGO,1730168,939200000000,$939.2B,mega
20,BERKSHIRE HATHAWAY INC,BRK-A,1067983,902700000000,$902.7B,mega
21,"Tesla, Inc.",TSLA,1318605,892930000000,$892.9B,mega
22,Gentherm Inc,THRM,903129,853967174000,$854.0B,mega
23,"Select Water Solutions, Inc.",WTTR,1693256,837400000000,$837.4B,mega
24,ELI LILLY & Co,LLY,59478,807887000000,$807.9B,mega
25,JPMORGAN CHASE & CO,JPM-PM,19617,794433813496,$794.4B,mega
26,CIK 1853513,,1853513,603562916000,$603.6B,mega
27,VISA INC.,V,1403161,601100000000,$601.1B,mega
28,NETFLIX INC,NFLX,1065280,565657747980,$565.7B,mega
29,Mastercard Inc,MA,1141391,505000000000,$505.0B,mega
30,COSTCO WHOLESALE CORP /NEW,COST,909832,475200000000,$475.2B,mega
31,CIK 34088,,34088,460000000000,$460.0B,mega
32,Repay Holdings Corp,RPAY,1720592,399708338000,$399.7B,mega
33,Walmart Inc.,WMT,104169,391703475732,$391.7B,mega
34,"HOME DEPOT, INC.",HD,354950,371800000000,$371.8B,mega
35,JOHNSON & JOHNSON,JNJ,200406,367000000000,$367.0B,mega
36,BANK OF AMERICA CORP /DE/,BML-PJ,70858,351903673230,$351.9B,mega
37,"CIVISTA BANCSHARES, INC.",CIVB,944745,351125166000,$351.1B,mega
38,ORACLE CORP,ORCL-PD,1341439,346760150000,$346.8B,mega
39,PROCTER & GAMBLE Co,PG,80424,333000000000,$333.0B,mega
40,AbbVie Inc.,ABBV,1551152,325061294916,$325.1B,mega
41,COCA COLA CO,KO,21344,300552956545,$300.6B,mega
42,Palantir Technologies Inc.,PLTR,1321655,299300000000,$299.3B,mega
43,Philip Morris International Inc.,PM,1413329,283000000000,$283.0B,mega
44,UNITEDHEALTH GROUP INC,UNH,731766,281907836350,$281.9B,mega
45,INTERNATIONAL BUSINESS MACHINES CORP,IBM,51143,274500000000,$274.5B,mega
46,CIK 1823000,,1823000,270424700000,$270.4B,mega
47,GENERAL ELECTRIC CO,GE,40545,270200000000,$270.2B,mega
48,WELLS FARGO & COMPANY/MN,WFC-PZ,72971,257300000000,$257.3B,mega
49,"CISCO SYSTEMS, INC.",CSCO,858877,247500000000,$247.5B,mega
50,CHEVRON CORP,CVX,93410,247400000000,$247.4B,mega
51,CRAWFORD & CO,CRD-B,25475,239809090000,$239.8B,mega
52,"MasterCraft Boat Holdings, Inc.",MCFT,1638290,236100000000,$236.1B,mega
53,ADVANCED MICRO DEVICES INC,AMD,2488,232300000000,$232.3B,mega
54,ABBOTT LABORATORIES,ABT,1800,232169255381,$232.2B,mega
55,AMERICAN EXPRESS CO,AXP,4962,221800000000,$221.8B,mega
56,LINDE PLC,LIN,1707925,220000000000,$220.0B,mega
57,Accenture plc,ACN,1467373,218315987018,$218.3B,mega
58,MORGAN STANLEY,MS-PQ,895421,217968854713,$218.0B,mega
59,GOLDMAN SACHS GROUP INC,GS-PD,886982,213200000000,$213.2B,mega
60,MCDONALDS CORP,MCD,63908,208464334129,$208.5B,mega
61,AT&T INC.,T-PC,732717,207000000000,$207.0B,mega
62,CIK 1693011,,1693011,199349178000,$199.3B,mega
63,"Merck & Co., Inc.",MRK,310158,198051000000,$198.1B,mega
64,RTX Corp,RTX,101829,195405729090,$195.4B,mega
65,INTUITIVE SURGICAL INC,ISRG,1035267,193900000000,$193.9B,mega
66,"Salesforce, Inc.",CRM,1108524,191800000000,$191.8B,mega
67,TEXAS INSTRUMENTS INC,TXN,97476,188509303179,$188.5B,mega
68,"Uber Technologies, Inc",UBER,1543151,187600000000,$187.6B,mega
69,Booking Holdings Inc.,BKNG,1075531,187400000000,$187.4B,mega
70,VERIZON COMMUNICATIONS INC,VZ,732712,182400000000,$182.4B,mega
71,CATERPILLAR INC,CAT,18230,180900000000,$180.9B,mega
72,PEPSICO INC,PEP,77476,179000000000,$179.0B,mega
73,LAM RESEARCH CORP,LRCX,707549,178309002956,$178.3B,mega
74,Walt Disney Co,DIS,1744489,176600000000,$176.6B,mega
75,"ServiceNow, Inc.",NOW,1373715,175700000000,$175.7B,mega
76,QUALCOMM INC/DE,QCOM,804328,167900000000,$167.9B,mega
77,INTUIT INC.,INTU,896878,164200000000,$164.2B,mega
78,S&P Global Inc.,SPGI,64040,161000000000,$161.0B,mega
79,KLA CORP,KLAC,319201,159300000000,$159.3B,mega
80,"BlackRock, Inc.",BLK,2012383,159000000000,$159.0B,mega
81,BOSTON SCIENTIFIC CORP,BSX,885725,158700000000,$158.7B,mega
82,BOEING CO,BA-PA,12927,158300000000,$158.3B,mega
83,SCHWAB CHARLES CORP,SCHW-PD,316709,156300000000,$156.3B,mega
84,CITIGROUP INC,C-PR,831001,156200000000,$156.2B,mega
85,PROGRESSIVE CORP/OH/,PGR,80661,155911082530,$155.9B,mega
86,THERMO FISHER SCIENTIFIC INC.,TMO,97745,154038987000,$154.0B,mega
87,AMGEN INC,AMGN,318154,150100000000,$150.1B,mega
88,HONEYWELL INTERNATIONAL INC,HON,773840,145300000000,$145.3B,mega
89,ADOBE INC.,ADBE,796343,144940000000,$144.9B,mega
90,STRYKER CORP,SYK,310764,144306436547,$144.3B,mega
91,GE Vernova Inc.,GEV,1996810,144000000000,$144.0B,mega
92,NEXTERA ENERGY INC,NEE-PS,753308,142860484569,$142.9B,mega
93,SHOPIFY INC.,SHOP,1594805,140315345495,$140.3B,mega
94,TJX COMPANIES INC /DE/,TJX,109198,140000000000,$140.0B,mega
95,Eaton Corp plc,ETN,1551182,139000000000,$139.0B,mega
96,PFIZER INC,PFE,78003,138000000000,$138.0B,mega
97,UNION PACIFIC CORP,UNP,100885,136100000000,$136.1B,mega
98,CAPITAL ONE FINANCIAL CORP,COF-PN,927628,135200000000,$135.2B,mega
99,COMCAST CORP,CCZ,1166691,130745000000,$130.7B,mega
100,LOWES COMPANIES INC,LOW,60667,126900000000,$126.9B,mega
101,DANAHER CORP /DE/,DHR,313616,125900000000,$125.9B,mega
102,DEERE & CO,DE,315189,124313866554,$124.3B,mega
103,MERCADOLIBRE INC,MELI,1099590,122884971142,$122.9B,mega
104,APPLIED MATERIALS INC /DE,AMAT,6951,121318219350,$121.3B,mega
105,Medtronic plc,MDT,1613103,120100000000,$120.1B,mega
106,Palo Alto Networks Inc,PANW,1327567,119700000000,$119.7B,mega
107,CIK 1604950,,1604950,118269088000,$118.3B,mega
108,Chubb Ltd,CB,896159,115000000000,$115.0B,mega
109,"FORRESTER RESEARCH, INC.",FORR,1023313,114000000000,$114.0B,mega
110,VERTEX PHARMACEUTICALS INC / MA,VRTX,875320,113400000000,$113.4B,mega
111,"T-Mobile US, Inc.",TMUSL,1283699,112400000000,$112.4B,mega
112,CONOCOPHILLIPS,COP,1163165,112000000000,$112.0B,mega
113,STARBUCKS CORP,SBUX,829224,111000000000,$111.0B,mega
114,Parker-Hannifin Corp,PH,76334,110763388251,$110.8B,mega
115,"CrowdStrike Holdings, Inc.",CRWD,1535527,109300000000,$109.3B,mega
116,Blackstone Inc.,BX,1393818,108900000000,$108.9B,mega
117,"MARSH & MCLENNAN COMPANIES, INC.",MRSH,62709,107422546097,$107.4B,mega
118,LOCKHEED MARTIN CORP,LMT,936468,106500000000,$106.5B,mega
119,AMPHENOL CORP /DE/,APH,820313,106029000000,$106.0B,mega
120,"Arista Networks, Inc.",ANET,1596532,105600000000,$105.6B,mega
121,Strategy Inc,STRD,1050446,105450000000,$105.5B,mega
122,"Intercontinental Exchange, Inc.",ICE,1571949,104400000000,$104.4B,mega
123,AUTOMATIC DATA PROCESSING INC,ADP,8670,103569897016,$103.6B,mega
124,AMERICAN TOWER CORP /MA/,AMT,1053507,103400000000,$103.4B,mega
125,"GILEAD SCIENCES, INC.",GILD,882095,103200000000,$103.2B,mega
126,AppLovin Corp,APP,1751008,102700000000,$102.7B,mega
127,WELLTOWER INC.,WELL,766704,102303567000,$102.3B,mega
128,SOUTHERN CO,SOMN,92122,101000000000,$101.0B,mega
129,Constellation Energy Corp,CEG,1868275,100560269473,$100.6B,mega
130,INTEL CORP,INTC,50863,99300000000,$99.3B,mega
131,CME GROUP INC.,CME,1156375,98900000000,$98.9B,mega
132,ENBRIDGE INC,ENBNF,895728,98800000000,$98.8B,mega
133,"ALTRIA GROUP, INC.",MO,764180,98000000000,$98.0B,mega
134,"Prologis, Inc.",PLDGP,1045609,97322102425,$97.3B,mega
135,Trane Technologies plc,TT,1466258,97200000000,$97.2B,mega
136,MCKESSON CORP,MCK,927653,95300000000,$95.3B,mega
137,BRISTOL MYERS SQUIBB CO,CELG-RI,14272,94188864457,$94.2B,mega
138,FISERV INC,FISV,798354,93881636110,$93.9B,mega
139,SPDR GOLD TRUST,GLD,1222333,93451270652,$93.5B,mega
140,WASTE MANAGEMENT INC,WM,823768,92000000000,$92.0B,mega
141,Duke Energy CORP,DUKU,1326160,91703190830,$91.7B,mega
142,KKR & Co. Inc.,KKRS,1404912,91100000000,$91.1B,mega
143,"DoorDash, Inc.",DASH,1792789,90800000000,$90.8B,mega
144,Cigna Group,CI,1739940,88000000000,$88.0B,mega
145,"Elevance Health, Inc.",ELV,1156039,87349478366,$87.3B,mega
146,"Mondelez International, Inc.",MDLZ,1103982,87100000000,$87.1B,mega
147,MOODYS CORP /DE/,MCO,1059556,87000000000,$87.0B,mega
148,CVS HEALTH Corp,CVS,64803,86382523283,$86.4B,mega
149,MICRON TECHNOLOGY INC,MU,723125,85700000000,$85.7B,mega
150,SHERWIN WILLIAMS CO,SHW,89800,85532942889,$85.5B,mega
151,CADENCE DESIGN SYSTEMS INC,CDNS,813672,83968000000,$84.0B,mega
152,ANALOG DEVICES INC,ADI,6281,81121000000,$81.1B,mega
153,3M CO,MMM,66740,81100000000,$81.1B,mega
154,"NIKE, Inc.",NKE,320187,80529120635,$80.5B,mega
155,ROYAL CARIBBEAN CRUISES LTD,RCL,884887,79100000000,$79.1B,mega
156,EQUINIX INC,EQIX,1101239,77800000000,$77.8B,mega
157,"REPUBLIC SERVICES, INC.",RSG,1060391,77000000000,$77.0B,mega
158,Aon plc,AON,315293,76965213677,$77.0B,mega
159,TransDigm Group INC,TDG,1260221,76426902522,$76.4B,mega
160,Howmet Aerospace Inc.,HWM,4281,75000000000,$75.0B,mega
161,CINTAS CORP,CTAS,723254,74381019287,$74.4B,mega
162,UNITED PARCEL SERVICE INC,UPS,1090727,74239665022,$74.2B,mega
163,"Coinbase Global, Inc.",COIN,1679788,74200000000,$74.2B,mega
164,iShares Bitcoin Trust ETF,IBIT,1980994,74190144855,$74.2B,mega
165,Snowflake Inc.,SNOW,1640147,73500000000,$73.5B,mega
166,COLGATE PALMOLIVE CO,CL,21665,73400000000,$73.4B,mega
167,"PNC FINANCIAL SERVICES GROUP, INC.",PNC,713676,73200000000,$73.2B,mega
168,CANADIAN PACIFIC KANSAS CITY LTD/CN,CP,16875,72746204564,$72.7B,mega
169,ILLINOIS TOOL WORKS INC,ITW,49826,71900000000,$71.9B,mega
170,NORTHROP GRUMMAN CORP /DE/,NOC,1133421,71500000000,$71.5B,mega
171,"PayPal Holdings, Inc.",PYPL,1633917,71300000000,$71.3B,mega
172,"Robinhood Markets, Inc.",HOOD,1783879,71300000000,$71.3B,mega
173,Arthur J. Gallagher & Co.,AJG,354190,71117000000,$71.1B,mega
174,US BANCORP \DE\,USB-PS,36104,70500000000,$70.5B,mega
175,GENERAL DYNAMICS CORP,GD,40533,69581612877,$69.6B,mega
176,Zoetis Inc.,ZTS,1555280,69233000000,$69.2B,mega
177,"WILLIAMS COMPANIES, INC.",WMB,107263,67728227765,$67.7B,mega
178,ECOLAB INC.,ECL,31462,67088288734,$67.1B,mega
179,"Air Products & Chemicals, Inc.",APD,2969,65600000000,$65.6B,mega
180,Roblox Corp,RBLX,1315098,65500000000,$65.5B,mega
181,BECTON DICKINSON & CO,BDX,10795,65472902857,$65.5B,mega
182,Vistra Corp.,VST,1692819,65311459773,$65.3B,mega
183,EOG RESOURCES INC,EOG,821189,65231000000,$65.2B,mega
184,Seagate Technology Holdings plc,STX,1137789,65000000000,$65.0B,mega
185,FEDEX CORP,FDX,1048911,64600000000,$64.6B,mega
186,"Autodesk, Inc.",ADSK,769397,64500000000,$64.5B,mega
187,Bank of New York Mellon Corp,BNY-PK,1390777,64230991381,$64.2B,mega
188,"Marvell Technology, Inc.",MRVL,1835632,64119895583,$64.1B,mega
189,NEWMONT Corp /DE/,NEMCL,1164727,64108664771,$64.1B,mega
190,CHIPOTLE MEXICAN GRILL INC,CMG,1058090,64000000000,$64.0B,mega
191,O REILLY AUTOMOTIVE INC,ORLY,898173,63300585790,$63.3B,mega
192,"HCA Healthcare, Inc.",HCA,860730,63269000000,$63.3B,mega
193,"AXON ENTERPRISE, INC.",AXON,1069183,62200000000,$62.2B,mega
194,FREEPORT-MCMORAN INC,FCX,831259,61900000000,$61.9B,mega
195,CRH PUBLIC LTD CO,CRH,849395,61825009498,$61.8B,mega
196,Hilton Worldwide Holdings Inc.,HLT,1585689,61525000000,$61.5B,mega
197,EMERSON ELECTRIC CO,EMR,32604,61500000000,$61.5B,mega
198,MARRIOTT INTERNATIONAL INC /MD/,MAR,1048286,61232412426,$61.2B,mega
199,CSX CORP,CSX,277948,61000000000,$61.0B,mega
200,"Motorola Solutions, Inc.",MSI,68505,61000000000,$61.0B,mega
201,ROPER TECHNOLOGIES INC,ROP,882835,60800000000,$60.8B,mega
202,"TRAVELERS COMPANIES, INC.",TRV,86312,59986121526,$60.0B,mega
203,SYNOPSYS INC,SNPS,883241,59300000000,$59.3B,mega
204,"DIGITAL REALTY TRUST, INC.",DLR-PJ,1297996,59000000000,$59.0B,mega
205,CARRIER GLOBAL Corp,CARR,1783180,58500000000,$58.5B,mega
206,"Apollo Global Management, Inc.",APOS,1858681,58394760022,$58.4B,mega
207,AUTOZONE INC,AZO,866787,57759306497,$57.8B,mega
208,NORFOLK SOUTHERN CORP,NSC,702165,57481458868,$57.5B,mega
209,"KINDER MORGAN, INC.",EP-PC,1506307,57054291328,$57.1B,mega
210,"Fortinet, Inc.",FTNT,1262039,56846175983,$56.8B,mega
211,Monster Beverage Corp,MNST,865752,56505471480,$56.5B,mega
212,"Airbnb, Inc.",ABNB,1559720,56200000000,$56.2B,mega
213,AMERICAN ELECTRIC POWER CO INC,AEP,4904,56119786438,$56.1B,mega
214,AFLAC INC,AFL,4977,56035389963,$56.0B,mega
215,Energy Transfer LP,ET-PI,1276187,55980000000,$56.0B,mega
216,"QUANTA SERVICES, INC.",PWR,1050915,55800000000,$55.8B,mega
217,TRUIST FINANCIAL CORP,TFC-PR,92230,55400000000,$55.4B,mega
218,"REGENERON PHARMACEUTICALS, INC.",REGN,872589,54800000000,$54.8B,mega
219,NXP Semiconductors N.V.,NXPI,1413447,54700000000,$54.7B,mega
220,METLIFE INC,MET-PF,1099219,53600000000,$53.6B,mega
221,"Cheniere Energy, Inc.",LNG,3570,53600000000,$53.6B,mega
222,ALLSTATE CORP,ALL-PB,899051,52830000000,$52.8B,mega
223,REALTY INCOME CORP,O,726728,52600000000,$52.6B,mega
224,Johnson Controls International plc,JCI,833444,52600000000,$52.6B,mega
225,SIMON PROPERTY GROUP INC.,SPG-PJ,1063761,52048000000,$52.0B,mega
226,COPART INC,CPRT,900075,51160400303,$51.2B,mega
227,ONEOK INC /NEW/,OKE,1039684,51100000000,$51.1B,mega
228,Marathon Petroleum Corp,MPC,1510295,50600000000,$50.6B,mega
229,"Corteva, Inc.",CTVA,1755672,50600000000,$50.6B,mega
230,Flutter Entertainment plc,FLUT,1635327,50370000000,$50.4B,mega
231,AMERIPRISE FINANCIAL INC,AMP,820027,50300000000,$50.3B,mega
232,"Workday, Inc.",WDAY,1327811,49500000000,$49.5B,mega
233,SEMPRA,SREA,1032208,49400000000,$49.4B,mega
234,PACCAR INC,PCAR,75362,49010000000,$49.0B,mega
235,CIK 712515,,712515,48323000000,$48.3B,mega
236,Vertiv Holdings Co,VRT,1674101,48225235174,$48.2B,mega
237,Phillips 66,PSX,1534701,48200000000,$48.2B,mega
238,"DOMINION ENERGY, INC",D,715957,48200000000,$48.2B,mega
239,CARDINAL HEALTH INC,CAH,721371,48192692777,$48.2B,mega
240,"Waste Connections, Inc.",WCN,1318220,48127773335,$48.1B,mega
241,FASTENAL CO,FAST,815556,48111881160,$48.1B,mega
242,"AMERICAN INTERNATIONAL GROUP, INC.",AIG,5272,47910000000,$47.9B,mega
243,WESTERN DIGITAL CORP,WDC,106040,47690000000,$47.7B,mega
244,TAKE TWO INTERACTIVE SOFTWARE INC,TTWO,946581,47087317833,$47.1B,mega
245,General Motors Co,GM,1467858,47000000000,$47.0B,mega
246,ISHARES GOLD TRUST,IAU,1278680,46389389528,$46.4B,mega
247,KROGER CO,KR,56873,46100000000,$46.1B,mega
248,"L3HARRIS TECHNOLOGIES, INC. /DE/",LHX,202058,46020545333,$46.0B,mega
249,Edwards Lifesciences Corp,EW,1099800,45899189298,$45.9B,mega
250,SLB LIMITED/NV,SLB,87347,45580000000,$45.6B,mega
251,ENTERPRISE PRODUCTS PARTNERS L.P.,EPDU,1061219,45380000000,$45.4B,mega
252,TARGET CORP,TGT,27419,45284343058,$45.3B,mega
253,LION COPPER & GOLD CORP.,LCGMF,1339688,45271707000,$45.3B,mega
254,CUMMINS INC,CMI,26172,45100000000,$45.1B,mega
255,CORNING INC /NY,GLW,24741,45000000000,$45.0B,mega
256,Keurig Dr Pepper Inc.,KDP,1418135,44800000000,$44.8B,mega
257,CROWN CASTLE INC.,CCI,1051470,44700000000,$44.7B,mega
258,Public Storage,PSA-PS,1393311,44239441000,$44.2B,mega
259,EXELON CORP,EXC,1109357,43835664870,$43.8B,mega
260,CIK 81061,,81061,43829000000,$43.8B,mega
261,CARVANA CO.,CVNA,1690820,43800000000,$43.8B,mega
262,"ROSS STORES, INC.",ROST,745732,43685150538,$43.7B,mega
263,MSCI Inc.,MSCI,1408198,43149826814,$43.1B,mega
264,"Datadog, Inc.",DDOG,1561550,43000000000,$43.0B,mega
265,IDEXX LABORATORIES INC /DE,IDXX,874716,42899749759,$42.9B,mega
266,Ferguson Enterprises Inc. /DE/,FERG,2011641,42870902857,$42.9B,mega
267,KIMBERLY CLARK CORP,KMB,55785,42800000000,$42.8B,mega
268,"UNITED RENTALS, INC.",URI,1067701,42700000000,$42.7B,mega
269,"ALNYLAM PHARMACEUTICALS, INC.",ALNY,1178670,42630000000,$42.6B,mega
270,VEEVA SYSTEMS INC,VEEV,1393052,42600000000,$42.6B,mega
271,"Verisk Analytics, Inc.",VRSK,1442145,42587525686,$42.6B,mega
272,"Fidelity National Information Services, Inc.",FIS,1136893,42560250917,$42.6B,mega
273,FORD MOTOR CO,F-PD,37996,42411872532,$42.4B,mega
274,TE Connectivity plc,TEL,1385157,42200000000,$42.2B,mega
275,PUBLIC SERVICE ENTERPRISE GROUP INC,PEG,788784,41911658020,$41.9B,mega
276,VALERO ENERGY CORP/TX,VLO,1035002,41800000000,$41.8B,mega
277,AMETEK INC/,AME,1037868,41800000000,$41.8B,mega
278,"CBRE GROUP, INC.",CBRE,1138118,41500000000,$41.5B,mega
279,OCCIDENTAL PETROLEUM CORP /DE/,OXY-WT,797468,41400000000,$41.4B,mega
280,"W.W. GRAINGER, INC.",GWW,277135,41053116330,$41.1B,mega
281,CIK 4447,,4447,41004000000,$41.0B,mega
282,YUM BRANDS INC,YUM,1041061,41000000000,$41.0B,mega
283,"NASDAQ, INC.",NDAQ,1120193,40600000000,$40.6B,mega
284,Sandisk Corp,SNDK,2023554,40500000000,$40.5B,mega
285,XCEL ENERGY INC,XELLL,72903,40260845645,$40.3B,mega
286,"CoreWeave, Inc.",CRWV,1769628,39600000000,$39.6B,mega
287,Kenvue Inc.,KVUE,1944048,39600000000,$39.6B,mega
288,"Block, Inc.",BSQKZ,1512673,39400000000,$39.4B,mega
289,Dell Technologies Inc.,DELL,1571996,39200000000,$39.2B,mega
290,HORTON D R INC /DE/,DHI,882184,39000000000,$39.0B,mega
291,Otis Worldwide Corp,OTIS,1781335,38824474742,$38.8B,mega
292,COGNIZANT TECHNOLOGY SOLUTIONS CORP,CTSH,1058290,38100000000,$38.1B,mega
293,"Cencora, Inc.",COR,1140859,37887695618,$37.9B,mega
294,PRUDENTIAL FINANCIAL INC,PRS,1137774,37810000000,$37.8B,mega
295,Baker Hughes Co,BKR,1701605,37733037083,$37.7B,mega
296,"Circle Internet Group, Inc.",CRCL,1876042,37600000000,$37.6B,mega
297,PG&E Corp,PCG-PX,1004980,37246000000,$37.2B,mega
298,"CHARTER COMMUNICATIONS, INC. /MO/",CHTRP,1091667,37100000000,$37.1B,mega
299,ENTERGY CORP /DE/,ETR,65984,37100000000,$37.1B,mega
300,Targa Resources Corp.,TRGP,1389170,37012700000,$37.0B,mega
301,CONSOLIDATED EDISON INC,ED,1047862,36200000000,$36.2B,mega
302,FAIR ISAAC CORP,FICO,814547,36060682209,$36.1B,mega
303,"HARTFORD INSURANCE GROUP, INC.",HIG-PG,874766,36000000000,$36.0B,mega
304,PAYCHEX INC,PAYX,723531,35959981648,$36.0B,mega
305,"Cloudflare, Inc.",NET,1477333,35700000000,$35.7B,mega
306,SYSCO CORP,SYY,96021,35217557254,$35.2B,mega
307,RESMED INC,RSMDF,943819,34917180979,$34.9B,mega
308,EQT Corp,EQT,33213,34700000000,$34.7B,mega
309,COHERENT CORP.,COHR,820318,34498305389,$34.5B,mega
310,Vulcan Materials CO,VMC,1396009,34416549004,$34.4B,mega
311,VICI PROPERTIES INC.,VICI,1705696,34400000000,$34.4B,mega
312,GARMIN LTD,GRMN,1121788,34219000000,$34.2B,mega
313,DEXCOM INC,DXCM,1093557,34200000000,$34.2B,mega
314,EBAY INC,EBAY,1065088,34086444146,$34.1B,mega
315,GE HealthCare Technologies Inc.,GEHC,1932393,34000000000,$34.0B,mega
316,MICROCHIP TECHNOLOGY INC,MCHPP,827054,34000000000,$34.0B,mega
317,"COSTAR GROUP, INC.",CSGP,1057352,33900000000,$33.9B,mega
318,"Coupang, Inc.",CPNG,1834584,33600000000,$33.6B,mega
319,"WEC ENERGY GROUP, INC.",WEC,783325,33500000000,$33.5B,mega
320,Ingersoll Rand Inc.,IR,1699150,33000000000,$33.0B,mega
321,ARCH CAPITAL GROUP LTD.,ACGLO,947484,33000000000,$33.0B,mega
322,CIK 1393612,,1393612,32800000000,$32.8B,mega
323,EQUIFAX INC,EFX,33185,32108903494,$32.1B,mega
324,Liberty Media Corp,FWONB,1560385,32100000000,$32.1B,mega
325,"DELTA AIR LINES, INC.",DAL,27904,32100000000,$32.1B,mega
326,"Trade Desk, Inc.",TTD,1671933,32045240502,$32.0B,mega
327,"BROWN & BROWN, INC.",BRO,79282,31616025136,$31.6B,mega
328,NUCOR CORP,NUE,73309,31440000000,$31.4B,mega
329,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,WAB,943452,31100000000,$31.1B,mega
330,Xylem Inc.,XYL,1524472,31000000000,$31.0B,mega
331,Extra Space Storage Inc.,EXR,1289490,30991880775,$31.0B,mega
332,"OLD DOMINION FREIGHT LINE, INC.",ODFL,878927,30418290020,$30.4B,mega
333,STATE STREET CORP,STT-PG,93751,30310000000,$30.3B,mega
334,GARTNER INC,IT,749251,30300000000,$30.3B,mega
335,Credo Technology Group Holding Ltd,CRDO,1807794,30000000000,$30.0B,mega
336,WILLIS TOWERS WATSON PLC,WTW,1140536,29918279975,$29.9B,mega
337,LPL Financial Holdings Inc.,LPLA,1397911,29900000000,$29.9B,mega
338,IRON MOUNTAIN INC,IRM,1020569,29800000000,$29.8B,mega
339,M&T BANK CORP,MTB-PJ,36270,29618092321,$29.6B,mega
340,HUMANA INC,HUM,49071,29182689695,$29.2B,mega
341,"ROCKWELL AUTOMATION, INC",ROK,1024478,29100000000,$29.1B,mega
342,AVALONBAY COMMUNITIES INC,AVB,915912,28875214928,$28.9B,mega
343,MARTIN MARIETTA MATERIALS INC,MLM,916076,28822918628,$28.8B,mega
344,"Ventas, Inc.",VTR,740260,28600000000,$28.6B,mega
345,HEICO CORP,HEI-A,46619,28298175000,$28.3B,mega
346,HUBSPOT INC,HUBS,1404655,28297314702,$28.3B,mega
347,RAYMOND JAMES FINANCIAL INC,RJF,720005,28106525241,$28.1B,mega
348,"Warner Bros. Discovery, Inc.",WBD,1437107,28000000000,$28.0B,mega
349,Atlassian Corp,TEAM,1650372,27600000000,$27.6B,mega
350,Amrize Ltd,AMRZ,2035989,27362509572,$27.4B,mega
351,DTE ENERGY CO,DTB,936340,27300000000,$27.3B,mega
352,CENTENE CORP,CNC,1071739,26700000000,$26.7B,mega
353,"NRG ENERGY, INC.",NRG,1013871,26643647974,$26.6B,mega
354,"AGILENT TECHNOLOGIES, INC.",A,1090872,26600000000,$26.6B,mega
355,"Great Elm Group, Inc.",GEGGL,1831096,26595541000,$26.6B,mega
356,"TAPESTRY, INC.",TPR,1116132,26530000000,$26.5B,mega
357,IQVIA HOLDINGS INC.,IQV,1478242,26500000000,$26.5B,mega
358,ESTEE LAUDER COMPANIES INC,EL,1001250,26000000000,$26.0B,mega
359,AMEREN CORP,AEE,1002910,25948493142,$25.9B,mega
360,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",BR,1383312,25945139278,$25.9B,mega
361,"Diamondback Energy, Inc.",FANG,1539838,25800000000,$25.8B,mega
362,GENERAL MILLS INC,GIS,40704,25787000000,$25.8B,mega
363,Veralto Corp,VLTO,1967680,25700000000,$25.7B,mega
364,PPG INDUSTRIES INC,PPG,79879,25642000000,$25.6B,mega
365,"United Airlines Holdings, Inc.",UAL,100517,25600000000,$25.6B,mega
366,VIVMARK RESIDENTIAL,VMRK,906107,25600000000,$25.6B,mega
367,TYLER TECHNOLOGIES INC,TYL,860731,25541975159,$25.5B,mega
368,Archer-Daniels-Midland Co,ADM,7084,25200000000,$25.2B,mega
369,SBA COMMUNICATIONS CORP,SBAC,1034054,25100000000,$25.1B,mega
370,Carnival Corp Ltd.,CCL,815097,25100000000,$25.1B,mega
371,DOVER Corp,DOV,29905,25034983332,$25.0B,mega
372,GoDaddy Inc.,GDDY,1609711,24900000000,$24.9B,mega
373,"CONSTELLATION BRANDS, INC.",STZ,16918,24900000000,$24.9B,mega
